--bus section
i, v(p.u.), theta(deg), bcs(MVAR at v = 1 p.u.)
40.0,1.0000023933478408,0.05338192999147842,0.0
41.0,0.9999980255869125,-0.08152754198961588,0.0
42.0,1.0000000999255427,0.04894037078755288,0.0
43.0,0.9999998701543397,-0.0290805818637781,0.0
44.0,1.0000001515953856,0.028433358567003457,0.0
45.0,0.9999997490833997,-0.05214786511112097,0.0
46.0,1.0000062690777685,0.19816065486644982,0.0
47.0,0.9999945196499096,-0.24913049622611994,0.0
48.0,1.0000028593894936,-0.12726295021548162,0.0
49.0,0.9999999973115271,0.0007046117645082934,0.0
50.0,0.9999999951579596,0.001431657755351325,0.0
51.0,0.9999987884313212,0.04736740251114306,0.0
52.0,0.9999984503229896,0.07644346924014322,0.0
53.0,0.9999916249281533,0.12706154297199626,0.0
54.0,0.9999978978678399,-0.1024240229861875,0.0
55.0,1.0000002125513743,-0.041056453413096106,0.0
56.0,0.9999997931494349,0.0362535106708341,0.0
57.0,1.0000046443916284,0.35909701369831615,0.0
58.0,1.0000011652963885,0.3461809674208896,0.0
59.0,0.9999978247476617,-0.22807342345998022,0.0
60.0,1.000000109504229,-0.07307007754584487,0.0
61.0,0.9999999193124844,0.02534966488035856,0.0
62.0,0.9999022584046999,3.3580833976914635,0.0
63.0,1.0000000340582618,-0.03855745621141712,0.0
64.0,1.0001433004595144,-2.0474756988837535,0.0
65.0,0.9999998680327751,-0.17510143132920009,0.0
66.0,1.000000438324656,0.04625601935302837,0.0
67.0,0.999999617868161,-0.0228139906800569,0.0
68.0,0.9999999184308948,0.01685724113423809,0.0
69.0,1.000000081589562,-0.03262094722186024,0.0
70.0,0.9999999980562881,-0.007289746069769861,0.0
71.0,1.0000000054461182,0.0007136245694757621,0.0
72.0,1.0000000017111528,0.0011475837980368634,0.0
73.0,1.0000000007520182,0.0007437915206920824,0.0
74.0,0.9999999853375434,-0.09721670294101928,0.0
75.0,1.0000000630325316,0.09898136681797422,0.0
76.0,1.0000001720360887,-0.17301040302021922,0.0
77.0,0.9999998309028638,0.13162170829259995,0.0
78.0,1.0000007690235038,0.6216250602193665,0.0
79.0,0.9999999747416544,-0.5290767300231728,0.0
80.0,1.0000002410394133,0.3745393422849092,0.0
81.0,1.0000000252105703,-0.08061703739629132,0.0
82.0,0.9999999645802609,-0.04392146257913068,0.0
83.0,1.00000002879443,-0.017656329932551215,0.0
84.0,0.9999999642383074,0.011437375173644189,0.0
85.0,1.000000006888443,0.11516047645065014,0.0
86.0,1.000000076674408,-0.1233348861468343,0.0
87.0,1.0000006501771666,-0.09761869091894274,0.0
88.0,0.9999993766469728,0.1500662521064116,0.0
89.0,0.9999674235079179,1.6503137034371498,0.0
90.0,1.0000395467212544,-1.0468822536220752,0.0
91.0,0.9999999400621786,-0.42488958863869863,0.0
92.0,1.000000367942697,0.4465828407066559,0.0
93.0,0.9999998982809915,0.09151202747206322,0.0
94.0,1.0000001547418096,-0.11155062250599736,0.0
95.0,0.999999846524564,0.3518514604822608,0.0
96.0,1.0000008383972154,-0.30643805724785683,0.0
97.0,1.0000000751461202,-0.05529014003428542,0.0
98.0,0.9999998630224686,0.036639051325784086,0.0
99.0,1.0000011638774564,0.007844719184612513,0.0
100.0,0.9999995369866188,-0.011435632729119414,0.0
101.0,0.9999994951007134,-0.011951258611907715,0.0
102.0,1.0000001374988718,0.06666558030044352,0.0
103.0,0.9999998776178921,-0.06289443414567578,0.0
104.0,0.9999999585229844,-0.023764731870149648,0.0
105.0,1.0000000329814758,0.01765700358509816,0.0
106.0,1.0000001431063026,-0.00739882143609629,0.0
107.0,0.999999844874836,-0.014089110766126013,0.0
108.0,1.000001907816234,0.29263782724956,0.0
109.0,0.9999988876317483,-0.2723772270205694,0.0
110.0,1.000000128577256,-0.058460931025216226,0.0
111.0,0.999999896514473,0.04384962311103493,0.0
112.0,0.999999813837154,0.2791827905353803,0.0
113.0,1.0000008003984528,-0.19125408570275948,0.0
114.0,0.999998601668829,-0.14735222188139122,0.0
115.0,1.0000007185949737,0.07094269779753297,0.0
116.0,1.0000007143565683,0.06830951986750133,0.0
117.0,0.9999999468967025,0.02726239649956829,0.0
118.0,1.0000000153143034,-0.028055744448059784,0.0
119.0,0.9999978911652287,0.1799907318560754,0.0
120.0,1.0000020740366895,-0.06504523218931274,0.0
121.0,1.0000224657401993,0.32608013400039626,0.0
122.0,0.9999839910713642,-0.003276632238493498,0.0
123.0,1.0000106871647336,0.3638827392552136,0.0
124.0,0.9999994940210781,0.003945252923510851,0.0
125.0,0.9999997959443544,0.0020237962150246695,0.0
126.0,0.9999995786268335,0.0036288804973122015,0.0
127.0,0.9999998307903323,0.0013596060044024291,0.0
128.0,0.999999375904715,0.0052583216517187534,0.0
129.0,1.000000799002084,-0.18779733466498336,19.9951171875
130.0,0.9999994027458587,0.15477259192105255,0.0
131.0,0.9999998787180042,-0.011038282136668845,0.0
132.0,0.9999997587956627,0.0010089038405309547,0.0
133.0,1.0000002874464458,0.217143110634477,0.0
134.0,1.0000000957865982,-0.19527300261614766,0.0
135.0,0.9999718771478926,2.0558403056996077,0.0
136.0,1.0000508057936488,-1.121514803381532,0.0
137.0,0.9999998630695214,-0.02034529017308086,0.0
138.0,1.0000000395752338,0.016913012087285326,0.0
139.0,0.9999996259113179,-0.11693178659727853,0.0
140.0,0.9999990309180297,0.2486953681690338,0.0
141.0,0.9999996325965352,-0.2125499950637152,39.99023437500001
142.0,1.0000004661506288,0.1884848008427204,0.0
143.0,1.0000050713788544,-0.962704100744604,0.0
144.0,1.0000001789877795,0.09237251053403858,0.0
145.0,1.0000001633396713,0.09145643411167638,0.0
146.0,0.9999602400511426,0.3734965085889133,0.0
147.0,0.999999564771158,-0.07547466184526279,0.0
148.0,1.000001365693558,0.08519716319496536,0.0
149.0,1.0000000718329858,0.1031423057153705,0.0
150.0,0.9999999622370301,-0.0693067593212126,0.0
151.0,0.9999929762661158,0.6628769806358871,0.0
152.0,1.0000029397962464,0.035648970404164024,30.0048828125
153.0,0.9999973927894207,0.0004687189352282593,0.0
154.0,1.000000044189146,-0.18643538654981665,0.0
155.0,0.9999992386732904,0.2721367862788872,0.0
156.0,0.9999784375081657,2.9914873311240595,0.0
157.0,1.0000586565658232,-2.677924347839129,0.0
158.0,0.9999997998945271,-0.013001533395674492,0.0
159.0,1.0000002433132085,-0.01078394561845888,0.0
160.0,1.0000002300436135,-0.15697420231665357,0.0
161.0,0.9999998524175535,0.14070574149545678,0.0
162.0,0.9999997176254298,-0.2663612936742199,0.0
163.0,0.9999985320247575,0.3731369686828908,0.0
164.0,1.000003602658657,-0.07179213853927847,0.0
165.0,0.9999985377618695,-0.7196810036764956,0.0
166.0,1.0000023836013663,0.010714515859038765,0.0
167.0,1.0000001678374433,0.04927789670542606,0.0
168.0,1.0000000954527586,0.027585100135737093,0.0
169.0,1.0000001368288352,0.03582204630046613,0.0
170.0,1.0000002848087477,0.02430580690561704,0.0
171.0,0.9999997288351546,-0.058738013659548276,0.0
172.0,0.9999990268043504,0.08210446378301736,0.0
173.0,1.0000004920874603,-0.05105181034403924,0.0
174.0,1.000000509725468,-0.04531661241624224,0.0
175.0,1.000000022363118,0.1189318746837389,0.0
176.0,0.9999995627122252,-0.2359109150934211,0.0
177.0,1.000000595921604,0.11880389507921914,0.0
178.0,1.0000001680722574,0.14967334615803726,0.0
179.0,0.9999999862332188,0.023244559680346673,0.0
180.0,1.000000027615,-0.057528713605109666,0.0
181.0,1.0000002179116356,-0.09426949514982658,25.000000000000007
182.0,0.9999991787934214,0.06038425596681016,0.0
183.0,1.000001525905194,-0.32394896375403387,0.0
184.0,0.9999987581826627,0.17485816052252687,0.0
185.0,1.0000093039625932,0.8735148757644077,0.0
186.0,0.9999943668943782,-0.7098471751324159,0.0
187.0,1.0000059815431008,-0.22199784986329155,0.0
188.0,0.9999959343355075,-0.04200515833548055,0.0
189.0,1.0000000643454283,-0.12357352400554428,0.0
190.0,0.9999999955792128,0.12266784740134172,0.0
191.0,1.0000000229370707,0.13246785525910038,0.0
192.0,1.0000001163815295,-0.09005686388291952,0.0
193.0,1.000000130352087,-0.09893777935595298,0.0
194.0,0.9999999065649348,0.06983877443424802,0.0
195.0,0.9999599615179703,0.10256846680567715,0.0
196.0,0.9999980220115071,0.20495395949885484,0.0
197.0,1.000001511662424,0.08255480340560599,0.0
198.0,1.0000024210325487,0.11010452491522758,0.0
199.0,1.0000057524936907,0.015423532603314577,0.0
200.0,1.0000023706684027,-0.07357068890376946,0.0
201.0,0.9999978977635741,0.06235063464448689,0.0
202.0,0.9999992042519551,0.12298970650325636,0.0
203.0,1.0000004576725072,-0.09333175610126171,0.0
204.0,1.0000004008163825,-0.04637028323523547,0.0
205.0,0.9999987155734275,-0.06538094381140738,0.0
206.0,1.0000007498395385,0.01743713249947476,0.0
207.0,1.0000004993214309,0.03923128171442105,0.0
208.0,0.9999998420888592,-0.053886416049855536,0.0
209.0,1.0000001055510377,0.044163505522846765,0.0
210.0,1.000000679075114,-0.030608439597191738,0.0
211.0,0.9999990082491874,0.06684892822818506,0.0
212.0,1.0000002029570563,-0.07845164490576362,0.0
213.0,0.9999998154628931,0.05275250445749774,0.0
214.0,1.0000000737015133,-0.011343970384978554,0.0
215.0,0.9999999269646521,0.009731628666009856,0.0
216.0,0.9999998901282775,-0.023677945350045037,0.0
217.0,1.0000001037540465,0.022333708265461633,0.0
218.0,1.000000008978206,0.04735527851245912,0.0
219.0,0.9999999901836756,-0.0502928659519615,0.0
220.0,0.9999981620917772,0.3036090419782758,0.0
221.0,0.9999997307878917,0.042291904544078614,0.0
222.0,1.0000000309780235,0.15227913187847414,0.0
223.0,0.9999999580879133,0.139121493965399,0.0
224.0,1.0000001734110044,0.10259619388589755,0.0
225.0,1.0000018448042247,-0.06274833774051508,0.0
226.0,0.9999997413607498,0.2030788677593288,0.0
227.0,1.0000004687367121,-0.20457385766097358,0.0
228.0,1.0000014658735479,0.07706170700186799,0.0
229.0,0.9999984919720885,-0.06627103952150133,0.0
230.0,1.0000098643995974,0.5162240870593593,0.0
231.0,0.9999998426482108,-0.010000445547526162,0.0
232.0,1.0000401424970178,1.7619049892252987,0.0
233.0,1.0000060924461853,0.13061526818132044,0.0
234.0,0.999981357795491,-0.0178652168845553,0.0
235.0,0.9999996910904774,0.010096126661804187,0.0
236.0,1.000000476461492,0.17554238900349273,0.0
237.0,0.9999997234860455,-0.16083671590664766,0.0
238.0,1.0000030705853924,-0.4117231370679216,0.0
239.0,0.9999974507111736,0.34885924676215896,0.0
240.0,0.9999999991826243,-0.07530717380991023,0.0
241.0,1.0000000315415598,0.07242493279857616,0.0
242.0,1.000024920751794,0.6556501604528864,25.000000000000007
243.0,0.9999878372181079,-0.33486383007448184,0.0
244.0,0.9999998317297348,0.020089271455522445,0.0
245.0,1.0000001433025518,-0.026641353183455802,0.0
246.0,1.0000084801695224,-0.9793225606292227,0.0
247.0,1.000000214543217,0.20792743244334003,0.0
248.0,0.9999999760752729,0.050352270155087066,0.0
249.0,0.9999999730340308,0.05061188893414097,0.0
250.0,1.0000001300607428,0.3839117208877776,0.0
251.0,1.0000011262669852,0.7406659778064397,0.0
252.0,1.0000015515392462,-0.7259686247045992,0.0
253.0,1.0000019697219356,-0.5836861903727885,0.0
254.0,1.0000000259404764,0.005537010659446416,0.0
255.0,1.000000034971699,0.006540076345539475,0.0
256.0,1.0000000180559245,0.0043650381413423,0.0
257.0,1.0000000422540136,0.008366688774456782,0.0
258.0,1.0000000131372913,0.003283713308551509,0.0
259.0,0.9999990186503614,0.33871665975383053,0.0
260.0,0.9999995548326824,-0.23811549389416672,0.0
261.0,1.0000002107848933,0.2534391824911155,0.0
262.0,1.0005824605582279,1.310195982407519,0.0
263.0,0.9999720755992942,1.0536708559540575,15.00244140625
264.0,0.9999864027266363,0.02851370894038189,0.0
265.0,0.9999785236611763,0.08350700852910477,0.0
266.0,0.9999620159022683,-0.48147436630509133,0.0
267.0,0.9999999310019451,-0.04560506419767681,0.0
268.0,1.0000000642703317,0.0395416257975278,0.0
269.0,1.0000000797265118,0.09467904087207463,0.0
270.0,0.999999983041907,-0.11048314591018141,0.0
271.0,1.0000002974971938,-0.017511725673586637,0.0
272.0,1.0000002663304037,0.1723577992897282,0.0
273.0,0.9999998799565778,-0.1475620770541664,0.0
274.0,0.9999999704208639,0.028923984754187535,0.0
275.0,1.000000000615143,-0.007044460756264864,0.0
276.0,1.0002225361477333,1.0661666202361084,0.0
277.0,0.9998865693720187,-0.9807261485212418,0.0
278.0,0.9999420919397346,-0.16400810250300907,0.0
279.0,0.9999998519681401,0.26105148380534,0.0
280.0,1.0000005075932603,-0.2630358943762948,0.0
281.0,0.9999997862778464,0.05955433634942815,0.0
282.0,1.0000001256164481,-0.059683723722184015,0.0
283.0,1.0000000777505003,-0.05582850960215675,0.0
284.0,0.9999999192344209,0.032763955756832025,0.0
285.0,0.9998796761727848,-6.909389101357573,0.0
286.0,1.0003135905736529,6.097175012372819,0.0
287.0,0.9993331810139623,-7.479685423509636,0.0
288.0,1.0007485551173252,4.1751030627134655,0.0
289.0,1.000000248177095,0.25718827073381956,0.0
290.0,0.9999996930693563,-0.20676564819140786,0.0
291.0,1.0000000209926285,0.00999718838746005,0.0
292.0,0.9999999891801205,-0.03644336209467643,0.0
293.0,0.9999999749958426,-0.003824313340805653,0.0
294.0,1.0000000133378788,-0.0043762530042411535,0.0
295.0,1.0000003229809098,-0.10202593603834716,0.0
296.0,0.9999996956995303,0.06774453524125026,0.0
297.0,1.000000964712735,-0.024702992224281854,0.0
298.0,1.00000026272883,0.03601742308099921,0.0
299.0,0.9999996456912966,-0.02088151639853061,0.0
300.0,1.0000000399551372,0.13129756493677608,25.000000000000007
301.0,1.000000002426396,-0.005955919119779836,0.0
302.0,1.0000000033635343,-0.006217582335763131,0.0
303.0,1.0000000277198737,-0.08533765056267084,0.0
304.0,0.9999998270572091,-0.3152846440811024,0.0
305.0,1.0000000039023718,0.0006671629562358546,0.0
306.0,1.0000000091774777,0.001640897143865208,0.0
307.0,1.0000005538229908,0.2868908248919887,0.0
308.0,1.0000002527500045,0.09485168121418865,0.0
309.0,0.999999806790664,-0.09257962613675742,0.0
310.0,1.0000007628607983,0.08470522236129945,25.000000000000007
311.0,0.9999992918336008,-0.08205734933282997,0.0
312.0,1.00000000525563,0.13994152099801305,0.0
313.0,1.0000001197025485,-0.12569078628113445,0.0
314.0,0.9999998183347146,0.05775395282726156,0.0
315.0,1.000000197940892,-0.06709066522786408,0.0
316.0,1.000000059118067,0.0420867523893804,0.0
317.0,1.0000000196378251,0.026201967206437384,0.0
318.0,0.9999999569423056,0.007760087892572604,0.0
319.0,1.0000000050895432,-0.010659088661859467,0.0
320.0,0.9999955277878512,-0.1392571933087957,0.0
321.0,0.9999989651871855,0.08248405167190491,0.0
322.0,1.00000202498761,0.04758175297315584,0.0
323.0,0.9999982933102527,-0.07863714860702346,0.0
324.0,1.0000003446323742,-0.0004249701647904486,0.0
325.0,0.9999995874145149,0.012285151369526848,0.0
326.0,0.9999988159446653,-0.05912526154736162,0.0
327.0,1.000001861346614,-0.017802929555660586,0.0
328.0,1.0000028915050454,0.1579178061822962,0.0
329.0,0.9999972977596908,-0.1699652548566175,0.0
330.0,1.0000007822443429,0.24608572725726308,0.0
331.0,0.999999035665465,-0.20451412107935302,0.0
332.0,1.0000152790612344,-0.5504361632578374,0.0
333.0,1.0000093108939212,0.026037936731277703,0.0
334.0,0.9999949774470777,-0.007606885682266947,0.0
335.0,0.9999958414306134,-0.010680634134402263,0.0
336.0,1.000000088097504,0.017942460914311502,0.0
337.0,0.999999930021433,-0.03544937548224091,0.0
338.0,0.9999649006207624,2.261955341532375,0.0
339.0,1.000049384492682,-1.6472082428648807,0.0
340.0,0.9999998814881038,0.36432867960885,0.0
341.0,1.0000008027033789,-0.36790761490687063,0.0
342.0,1.000000003976412,0.02036152563774935,0.0
343.0,1.0000000008826302,-0.009541080237845442,0.0
344.0,0.9999999999783974,-0.008608755108944342,0.0
345.0,0.9999997578307446,0.0001771295371860619,0.0
346.0,0.9999993535921019,-0.019044244419029688,0.0
347.0,1.0000001220731196,0.4205296191332094,0.0
348.0,1.0000006806073405,-0.36838297125516184,0.0
349.0,0.9999999842677828,-0.01323772273234195,0.0
350.0,1.0000000019306998,0.001533338668518766,0.0
351.0,1.0000000013003953,0.00148766797709898,0.0
352.0,1.0000000017193904,0.0015299077753477893,0.0
353.0,1.0000000018974122,0.0015199918370921318,0.0
354.0,1.0000001585073142,-0.16346716456042906,0.0
355.0,0.9999999703468802,0.1481382093211829,0.0
356.0,0.9999999400986337,-0.021917946740604398,0.0
357.0,1.000000062325795,0.01762500163712769,0.0
358.0,1.0000018719174508,-0.047204210414425025,0.0
359.0,0.9999982023375156,0.031202778952559386,0.0
360.0,1.0000037667059016,-0.1877056474306253,0.0
361.0,0.9999999972739975,-0.0007442510048562245,0.0
362.0,0.9999999883234323,-0.00681595525999532,0.0
363.0,0.999999987536048,-0.006893929598783512,0.0
364.0,0.9999961794124582,0.16645268206030917,0.0
365.0,1.000000276027875,-0.028536513123490037,0.0
366.0,1.0000008159288325,0.052827932623629316,0.0
367.0,0.9999860171382872,-2.136887391632426,0.0
368.0,1.0000326101678396,2.084226397274888,0.0
369.0,0.9999969030506746,-0.6342945709490566,0.0
370.0,1.0000029484259794,0.7347946317490416,0.0
371.0,0.999967191260521,0.1392780451972992,0.0
372.0,0.99999702737395,-0.07792467382283363,0.0
373.0,1.0000026572732135,0.09957076568895806,0.0
374.0,0.9999999329010101,-0.0006025476147023886,0.0
375.0,1.000000021295872,-0.03126233682223404,0.0
376.0,1.0000031962776328,-0.1376081563951843,0.0
377.0,0.9999966908795849,0.18966281227284604,0.0
378.0,1.0000000275266836,-0.02675606498004233,0.0
379.0,0.9999999437605351,0.010688551271584131,0.0
380.0,1.0000000068737522,-0.0055216406128839185,0.0
381.0,0.9999999598677992,0.002829059588436936,0.0
382.0,0.9999999978049262,0.025550461034515234,0.0
383.0,1.0000000107974143,-0.02966235490578731,0.0
384.0,1.0000006884819508,0.07269049484252275,0.0
385.0,0.9999993643341204,-0.08676660252649936,0.0
386.0,0.9999557387736807,0.40073872191208293,0.0
387.0,1.0000280235317902,-0.30639540298095586,0.0
388.0,1.000001408290868,0.00406980234737588,0.0
389.0,1.0000017321410368,-0.0011861887767929393,0.0
390.0,1.0000024672447283,-0.016241575819924064,0.0
391.0,1.0000028407271477,-0.02429641555514336,0.0
392.0,1.0000019255454078,-0.004096873688923053,0.0
393.0,1.0000018929472787,-0.003555445079046336,0.0
394.0,1.0000052171617284,1.37699817726293,0.0
395.0,1.0000009911249172,0.009000576415661198,0.0
396.0,1.000003364648493,-0.029020998553285653,0.0
397.0,0.9999932995110767,0.06685637449577739,0.0
398.0,0.9999926068557972,-0.02960565026504638,0.0
399.0,1.0000004814470078,0.127894773040586,0.0
400.0,0.9999997606840367,-0.12976144101123027,0.0
401.0,0.9999969686618085,1.0379294705161244,0.0
402.0,1.0000074090473345,-0.9015408134115314,0.0
403.0,1.000000238730143,0.05618348868800715,0.0
404.0,0.9999997937416354,-0.04748219645152305,0.0
405.0,1.0000004581201827,-0.1530160481305558,0.0
406.0,0.9999996469086718,0.12090714373394472,0.0
407.0,0.9999998970891116,-0.24511856881343383,0.0
408.0,1.0000000985084032,0.1119026852816123,0.0
409.0,1.000000018814234,0.002389647275927096,0.0
410.0,1.0000000283500907,0.0032254724505437547,0.0
411.0,1.0000000509075286,0.0028109467977273164,0.0
412.0,1.0000000440243293,0.0033691672358863445,0.0
413.0,1.0000000268307747,0.0033154940788086163,0.0
414.0,1.0000000216016922,0.0031711632670403376,0.0
415.0,1.000048092243388,0.5074935441004003,0.0
416.0,0.9999735539631706,0.1696735262855261,0.0
417.0,1.0000012532642617,0.4924501775639378,0.0
418.0,1.0000000078844162,-0.4219335217681262,0.0
419.0,1.0000004234754003,0.011096929596796855,0.0
420.0,0.9999995578495517,-0.009154652382096095,0.0
421.0,1.000000646182813,-0.06546491333176024,0.0
422.0,0.9999993798546875,0.050711925855404516,0.0
423.0,1.000000263146573,-0.13001113341799433,0.0
424.0,0.9999998016730532,0.05813333423580861,0.0
425.0,1.0000008046584836,0.33350123592069975,0.0
426.0,1.000001777920814,0.04324024561130132,0.0
427.0,0.9999984055309583,-0.051463496574939885,0.0
428.0,0.9999063807888195,-1.366522581372176,0.0
429.0,1.000019758104842,-0.43553004829491054,0.0
430.0,1.0000013119114561,0.01798304265333697,0.0
431.0,1.0000024932167626,0.04993623513116322,0.0
432.0,1.0000029401722736,0.061449772080386614,0.0
433.0,1.000000889275506,0.006536982435304847,0.0
434.0,1.0000043968258971,0.09644420116404215,0.0
435.0,1.0000033532141788,0.06587974441764578,0.0
436.0,1.0000078395787053,0.13619914363810717,0.0
437.0,1.0000056694860033,0.10577643754451087,0.0
438.0,1.000004204790703,0.08323678539124779,0.0
439.0,1.0000077302055659,0.13434779255060672,0.0
440.0,1.0000044229269827,-1.2582835830264434,0.0
441.0,1.0000004713696704,0.13758040392113566,0.0
442.0,1.0000002174534905,0.05447884512015666,0.0
443.0,1.0000004739775392,0.10496942141082713,0.0
444.0,1.00000008660371,0.022637575940862544,0.0
445.0,0.9999996483029707,1.662170479288376,0.0
446.0,1.0000135098024543,-1.6222919515649734,0.0
447.0,1.0000001011843243,-0.008443163654799642,0.0
448.0,0.9999999977409877,0.039606060623773046,0.0
449.0,1.0000053413487509,0.3593327794049642,0.0
450.0,0.9999979704412112,-0.20133599907607294,0.0
451.0,0.9999976082707068,-0.20752064290558905,0.0
452.0,1.0000000072563453,0.037643805054013914,0.0
453.0,0.9999824025021631,0.47043421309309824,0.0
454.0,0.9999932816281305,-0.10217607246187756,0.0
455.0,0.9999909798741612,0.11247691468065518,0.0
456.0,0.9999914818435308,0.097681182954722,0.0
457.0,1.00004374849211,-4.991232677034268,0.0
458.0,1.0000022840977147,0.4533858372276612,0.0
459.0,1.000003839204022,-0.5576291831842424,0.0
460.0,0.9999998331273544,-0.021829780276802064,0.0
461.0,1.0000003209232438,0.00407463125941702,0.0
462.0,0.9999999647301632,-0.011505864114178166,0.0
463.0,1.0000000072093704,-0.011116318285346294,0.0
464.0,0.9999947701674509,0.4222097231213491,0.0
465.0,1.0000000175900252,0.00747871177920685,0.0
466.0,0.9999988840496246,0.1792122000150724,0.0
467.0,0.9999992120237741,-0.357935368604458,0.0
468.0,1.0000002195021034,-0.03523568014223977,0.0
469.0,0.9999998900770167,-0.021870275304373236,0.0
470.0,0.9999989525530312,0.22758515494962592,0.0
471.0,0.9999979969730106,-0.37516754717975326,0.0
472.0,0.999999090022394,0.07104618996952135,0.0
473.0,0.9999996746595232,0.016257922549300495,0.0
474.0,0.999999929033014,-0.023216395768175788,49.99999999999999
475.0,0.999999925671282,-0.013788442149991142,0.0
476.0,1.0000144452904733,0.193512652266151,0.0
477.0,1.0000000174483548,-0.00095585265893867,0.0
478.0,1.0000001257462403,0.03960791880822869,0.0
479.0,0.9999996793982247,0.03636051346420456,0.0
480.0,1.0000000153742286,-0.0037712692426642544,0.0
481.0,1.0000000157963387,-0.004752945517590097,0.0
482.0,1.0000000379320528,-0.009977177845148958,0.0
483.0,1.0000000086055487,-0.0010246534452568363,0.0
484.0,1.0000000168304033,-0.004758772599171993,0.0
485.0,0.9999956454638119,0.0251981036892558,0.0
486.0,0.999998693724531,0.04154113032521275,0.0
487.0,1.0000082543083142,0.42572256837561173,0.0
488.0,1.0000027415214372,-0.32389275249806954,0.0
489.0,0.9999999881668616,-0.009000490848366707,0.0
490.0,1.0000000049972326,0.004919749711468281,0.0
491.0,1.0000006381081592,-0.038651307462985576,0.0
492.0,1.0000000008013625,0.0028735563769997758,0.0
493.0,1.0000001611105012,0.028033838904316502,0.0
494.0,0.999999968280064,-0.007247198684026492,0.0
495.0,0.9999996037778079,-0.011184676866814455,0.0
496.0,1.0000003650434717,0.5985451738602008,0.0
497.0,0.9999999015111176,-0.031466895554467925,0.0
498.0,0.9999999513268888,-0.014050671327741559,0.0
499.0,1.00000000386173,-0.01614576437355527,0.0
500.0,0.9999999945018465,0.0015586650119255297,0.0
--generator section
i, id, p(MW), q(MVAR)
9.0,1.0,231.54,132.780740818312
16.0,1.0,133.33,63.56009961483649
17.0,1.0,266.67,127.11569959602349
18.0,1.0,47.28,22.54390883776426
49.0,1.0,0.39,0.225000000010575
50.0,1.0,0.78,0.4450000000497872
63.0,1.0,0.96,0.6350000011787712
71.0,1.0,0.6953091090709299,0.6700000000079114
72.0,1.0,0.3479818183323641,0.3350000000073819
73.0,1.0,0.24331618447561779,0.23500000000988638
82.0,1.0,62.852829294646526,60.62000001375176
125.0,1.0,28.152051199175105,27.13499971738379
126.0,1.0,28.15205118886463,27.134999490044727
127.0,1.0,28.15205113967474,27.134999760599644
128.0,1.0,28.152051200789813,27.134999331847272
144.0,1.0,180.76,86.16499287999004
145.0,1.0,180.76,86.16499317849365
167.0,1.0,33.622380304776975,32.410000933526355
168.0,1.0,33.62237986458761,32.410000494751586
169.0,1.0,67.20726603988066,64.82500279473022
197.0,1.0,88.08,50.500024525674306
198.0,1.0,62.19,35.65501622427811
222.0,1.0,0.9039702256103235,0.875213624992037
223.0,1.0,3.1291540826320774,3.015000017899788
224.0,1.0,88.74369818632003,85.62502272073542
225.0,1.0,89.36703099637806,86.2250519703746
231.0,1.0,0.8699999999999999,0.4999999999495075
248.0,1.0,39.96,26.505000764390314
249.0,1.0,39.96,26.505000803600343
250.0,1.0,159.84,106.03003671563984
254.0,1.0,1.23,0.7050000000743415
